id	id2	unusual_flag	worst_flag	decade	year	month	make	nature	accident_country	phase_old	phase	phase_code	crew_text	passengers_occupants	crew_occupants	total_occupants	passengers_fatalities	crew_fatalities	total_fatalities	total_survivors	ground_casualties	passengers_occupants_old	airplane_damage	make	nature	accident_country	phase_old	phase	phase_code	crew_text	airplane_damage	Selected	date	cnmsn	first_flight	type	model	status	departure_airport	departure	departure_airport_formatted	departure_lat	departure_lng	destination_airport	destination_country	destination_airport_formatted	destination_lat	destination_lng	location_full	passengers_text	total_text	date_text	registration	operator	narrative
11540.0	11540.0	0.0	73.0	1980.0	1988.0	6.0								136.0	7.0	143.0	136.0	7.0	143.0	0.0	0.0	136.0		Boeing	Domestic Scheduled Passenger	Colombia	En route (ENR)	En route	ENR	Fatalities: 7 / Occupants: 7	Destroyed	No	3/17/1988	18999/240	1966-03-08 (22 years )	Boeing 727-21	727-21	Final	C??cuta-Camilo Daza Airport (CUC/SKCC), Colombia	Colombia	Camilo Daza International Airport, Cúcuta, Norte de Santander, Colombia	7.9271798	-72.5081768	Cartagena-Rafael N????ez Airport (CTG/SKCG), Colombia	Colombia	Rafael Núñez International Airport, Aeropuerto Internacional Rafael Nuñez #CI. 71, Cartagena, Bolívar, Colombia	10.446315	-75.516454	25 km (15.6 mls) NW of C??cuta-Camilo Daza Airport (CUC) (Colombia)	Fatalities: 136 / Occupants: 136	Fatalities: 143 / Occupants: 143	Thursday 17 March 1988	HK-1716	Avianca	Struck El Espartillo Mountainat 6343 feet (1933 m) after takeoff from runway 33.
11586.0	11586.0	0.0	7.0	1980.0	1988.0	6.0								274.0	16.0	290.0	274.0	16.0	290.0	0.0	0.0	274.0		Airbus	International Scheduled Passenger	Indian Ocean	En route (ENR)	En route	ENR	Fatalities: 16 / Occupants: 16	Destroyed	No	7/3/1988	186	1982-03-16 (6 years 4 months)	Airbus A300B2-203	A300B2-203	Final	Bandar Abbas Airport (BND/OIKB), Iran	Iran	Hormozgan Province, Bandar Abbas, چهار راه پگاه, Bandar Abbas International Air Port, Iran	27.2094978	56.36876720000001	Dubai Airport (DXB/OMDB), United Arab Emirates	United Arab Emirates	Dubai International Airport (DXB) - Dubai - United Arab Emirates	25.2531745	55.3656728	74 km (46.3 mls) SW off Bandar Abbas, Iran [Strait of Hormuz] (Indian Ocean)	Fatalities: 274 / Occupants: 274	Fatalities: 290 / Occupants: 290	Sunday 3 July 1988	EP-IBU	Iran Air	Flight IR451 arrived at Bandar Abbas (BND) from Tehran (THR) at 08:40. The Airbus A.300 was to continue to Dubai (DXB) as flight IR655. Prior to departure the crew received an enroute clearance to Dubai via the flight planned route A59 and A59W at FL140. The flight took off from runway 21 at 10:17 hours and climbed straight ahead.Two minutes later, the crew reported leaving 3500 feet for FL140 on Airway A59, estimating MOBET at 06:53 UTC (10:23 Iran time). At 10:24:00 the aircraft passed MOBET out of FL120. At 10:24:43 two Airbus was hit by surface-to-air missiles. The tail and one wing broke off as a result of the explosions. Control was lost and the aircraft crashed into the sea. The missiles were fired by the US Navy cruiser USS Vincennes. It was operating in the area together with the frigates USS Elmer Montgommery and USS John H. Sides. They were to protect other ships in the area.At about the time the Airbus took off, the radar aboard the USS Vincennes picked up a brief IFF mode 2 response, which led to the mistaken identification of the Airbus as a hostile F-14 aircraft. The USS Vincennes issued 7 challenges on the Military Air Distress (MAD) frequency 243 MHz, addressed to 'Iranian aircraft', 'Iranian fighter' or 'Iranian F-14'. These messages were followed by three challenges on the IAD (International Air Defence) radio frequency. Due to increasing tension in the area - on May 17, 1987 an Iraqi Mirage had attacked USS Stark - all aircraft in the area had to monitor 121.5 Mhz: the International Air Defence - IAD radio frequency. There was no response. Meanwhile radar operators were monitoring the Aegis screens. They reported that the incoming plane was descending with an increasing speed. In fact, the Airbus was climbing. Considering itself and USS Montgomery under aggression, USS Vincennes took the ultimate decision to launch missiles against the perceived hostile target at 10:24:22.It remains uncertain whether the IR655 flight crew (only able to monitor the IAD, not the MAD frequencies) would have been able to rapidly identify their flight as the subject of the challenges made by the USS Vincennes.
11652.0	11652.0	0.0	86.0	1980.0	1988.0	6.0								129.0	6.0	135.0	125.0	6.0	131.0	4.0	0.0	129.0		Boeing	Domestic Scheduled Passenger	India	Approach (APR)	Approach	APR	Fatalities: 6 / Occupants: 6	Destroyed	No	10/19/1988	20481/271	1970-11-24 (17 years 11 months)	Boeing 737-2A8	737-2A8	0	Mumbai (Bombay) Airport (BOM/VABB), India	India	Chhatrapati Shivaji International Airport (BOM), Mumbai, Maharashtra 400099, India	19.0895595	72.8656144	Ahmedabad Airport (AMD/VAAH), India	India	Sardar Vallabhbhai Patel International Airport (AMD), Hansol, Ahmedabad, Gujarat 380003, India	23.0734262	72.626571	5 km (3.1 mls) SW of Ahmedabad Airport (AMD) (India)	Fatalities: 125 / Occupants: 129	Fatalities: 131 / Occupants: 135	Wednesday 19 October 1988	VT-EAH	Indian Airlines	Flight 113 was approaching runway 23 in foggy weather when it struck trees and a high-tension pylon before crashing into a field, bursting into flames.
11685.0	11685.0	0.0	9.0	1980.0	1988.0	6.0								243.0	16.0	259.0	243.0	16.0	259.0	0.0	11.0	243.0		Boeing	International Scheduled Passenger	United Kingdom	En route (ENR)	En route	ENR	Fatalities: 16 / Occupants: 16	Destroyed	No	12/21/1988	19646/15	1970-01-25 (18 years 11 months)	Boeing 747-121A	747-121	Final	London-Heathrow Airport (LHR/EGLL), United Kingdom	United Kingdom	Heathrow Airport (LHR), Longford TW6, UK	51.4700223	-0.4542955	New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America	United States of America	John F. Kennedy International Airport (JFK), Queens, NY 11430, USA	40.6413111	-73.77813909999999	Lockerbie (United Kingdom)	Fatalities: 243 / Occupants: 243	Fatalities: 259 / Occupants: 259	Wednesday 21 December 1988	N739PA	Pan American World Airways	Flight PA103 departed London-Heathrow runway 27R for New York at 18:25. The aircraft levelled off at FL310, 31 minutes later. At 19:03 Shanwick Oceanic Control transmitted an oceanic clearance. At that time an explosion occurred in the aircraft's forward cargo hold at position 4L. The explosive forces produced a large hole in the fuselage structure and disrupted the main cabin floor. Major cracks continued to propagate from the large hole while containers and items of cargo ejected through the hole, striking the empennage, left- and right tail plane. The forward fuselage and flight deck area separated when the aircraft was in a nose down and left roll attitude, peeling away to the right at Station 800. The nose section then knocked the no. 3 engine off its pylon. The remaining aircraft disintegrated while it was descending nearly vertically from 19000 feet to 9000 feet. A section of cabin floor and baggage hold (from approx. Station 1241-1920) fell onto housing at Rosebank Terrace, Lockerbie. The main wing structure struck the ground with a high yaw angle at Sherwood Crescent, Lockerbie causing a massive fire.The Semtex bomb which caused the explosion had probably been hidden in a radio cassette player and was transferred to PA103 from a Pan Am Boeing 727 flight, arriving from Frankfurt. After a three-year joint investigation by the Dumfries and Galloway Constabulary and the U.S. Federal Bureau of Investigation indictments for murder were issued on November 13, 1991, against Abdel Basset Ali al-Megrahi, a Libyan intelligence officer and the head of security for Libyan Arab Airlines (LAA), and Lamin Khalifah Fhimah, the LAA station manager in Luqa Airport, Malta. United Nations sanctions against Libya and protracted negotiations with the Libyan leader Colonel Muammar al-Gaddafi secured the handover of the accused on April 5, 1999.On January 31, 2001, Megrahi was convicted of murder by a panel of three Scottish judges, and sentenced to 27 years in prison. Fhimah was acquitted.
11689.0	11689.0	37.0	0.0	1980.0	1989.0	6.0	Boeing	Domestic Scheduled Passenger	United Kingdom	Approach (APR)	Approach	APR	Fatalities: 0 / Occupants: 8	118.0	8.0	126.0	47.0	0.0	47.0	79.0	0.0	118.0	Damaged beyond repair									No	1/8/1989	23867/1603	1988-10-06 (3 months)	Boeing 737-4Y0	737-4Y0	Final	London-Heathrow Airport (LHR/EGLL), United Kingdom	United Kingdom	Heathrow Airport (LHR), Longford TW6, UK	51.4700223	-0.4542955	Belfast International Airport (BFS/EGAA), United Kingdom	United Kingdom	Belfast International Airport (BFS), Airport Rd, Belfast BT29 4AB, UK	54.661781	-6.2162444	Kegworth (United Kingdom)	Fatalities: 47 / Occupants: 118	Fatalities: 47 / Occupants: 126	Sunday 8 January 1989	G-OBME	British Midland Airways - BMA	Flight 092 took off from London at 19:52 for a flight to Belfast. Some 13 minutes later, while climbing through FL283, moderate to severe vibration was felt, accompanied by a smell of fire in the cockpit. The outer panel of one of the no. 1 engine fan blades detached, causing compressor stalls and airframe shuddering. Believing the No. 2 engine had been damaged the crew throttled it back. The shuddering stopped and the No 2 engine was shut down. The crew then decided to divert to East Midlands. The flight was cleared for a runway 27 approach. At 900 feet, 2.4nm from the runway, no. 1 engine power suddenly decreased. As the speed fell below 125 knots, the stick shaker activated and the aircraft struck trees at a speed of 115 knots. The aircraft continued and impacted the western carriageway of the M1 motorway 10m lower and came to rest against the wooded embankment, 900m short of the runway.
11711.0	11711.0	0.0	71.0	1980.0	1989.0	6.0								137.0	7.0	144.0	137.0	7.0	144.0	0.0	0.0	137.0		Boeing	Int'l Non Scheduled Passenger	Portugal	Approach (APR)	Approach	APR	Fatalities: 7 / Occupants: 7	Destroyed	No	2/8/1989	19572/687	1968	Boeing 707-331B	707-331B	Final	Bergamo-Orio Al Serio Airport (BGY/LIME), Italy	Italy	Orio al Serio International Airport (BGY), Via Aeroporto, 13, 24050 Orio al Serio BG, Italy	45.66957070000001	9.7036313	Santa Maria-Vila do Porto Airport, Azores (SMA/LPAZ), Portugal	Portugal	Santa Maria Airport (SMA), Aeroporto de Santa Maria, 9580-402 Vila do Porto - Santa Maria, Portugal	36.9742197	-25.1656641	Pico Alto (Portugal)	Fatalities: 137 / Occupants: 137	Fatalities: 144 / Occupants: 144	Wednesday 8 February 1989	N7231T	Independent Air	"Flight IDN 1851, a Boeing 707, departed Bergamo, Italy (BGY) at 10:04 UTC for a flight to Punta Cana, Dominican Republic (PUJ) via Santa Maria, Azores (SMA). At 13:56:47 Santa Maria Tower cleared the flight to descend to 3000 feet for a runway 19 ILS approach: ""Independent Air one eight five one roger reclear to three thousand feet on QNH one zero two seven and runway will be one niner."" In that transmission, the trainee controller had transmitted an incorrect QNH that was 9 hPa too high. The actual QNH was 1018.7 hPa.After a brief pause the message resumed at 13:56:59: ""expect ILS approach runway one niner report reaching three thousand."" This transmission was not recorded on the voice recorder of Flight 1851, probably because the first officer keyed his mike and read back: ""We???re recleared to 2,000 feet and ah ... ."" The first officer paused from 13:57:02 to 13:57:04, then unkeyed the mike momentarily. This transmission was not recorded on the ATS tapes.In the cockpit, the first officer questioned aloud the QNH value, but the captain agreed that the first officer had correctly understood the controller.After being cleared for the ILS approach the crew failed to accomplish an approach briefing, which would have included a review of the approach plate and minimum safe altitude. If the approach plate had been properly studied, they would have noticed that the minimum safe altitude was 3,000 feet and not 2,000 feet, as it had been understood, and they would have noticed the existence and elevation of Pico Alto.At 14:06, the flight was 7.5 nm from the point of impact, and beginning to level at 2,000 feet (610 meters) in light turbulence at 250 KIAS. At 14:07, the flight was over Santa Barbara and entering clouds at approximately 700 feet (213 meters) AGL in heavy turbulence at 223 KIAS. At 14:07:52, the captain said, ""Can???t keep this SOB thing straight up and down"". At approximately 14:08, the radio altimeter began to whine, followed by the GPWS alarm as the aircraft began to climb because of turbulence, but there was no reaction on the part of the flight crew. At 14:08:12, the aircraft was level when it impacted the ridge of the mountain. It collided with a rock wall on the side of a road at the mountain top at an altitude of approximately 1,795 feet (547 meters) AGL."
11719.0	11719.0	38.0	0.0	1980.0	1989.0	6.0	Boeing	International Scheduled Passenger	Pacific Ocean	En route (ENR)	En route	ENR	Fatalities: 0 / Occupants: 18	337.0	18.0	355.0	9.0	0.0	9.0	346.0	0.0	337.0	Substantial									No	2/24/1989	19875/89	1970-10-20 (18 years 4 months)	Boeing 747-122	747-122	Final	Honolulu International Airport, HI (HNL/PHNL), United States of America	United States of America	Honolulu International Airport (HNL), 300 Rodgers Blvd, Honolulu, HI 96819, USA	21.3245132	-157.9250736	Auckland International Airport (AKL/NZAA), New Zealand	New Zealand	Auckland Airport (AKL) Ray Emery Dr, Auckland Airport, Auckland 2022, New Zealand	-37.0082476	174.7850358	Pacific Ocean (Pacific Ocean)	Fatalities: 9 / Occupants: 337	Fatalities: 9 / Occupants: 355	Friday 24 February 1989	N4713U	United Air Lines	United Airlines flight 811 experienced an explosive decompression as it was climbing between 22,000 and 23,000 feet after taking off from Honolulu, Hawaii, en route to Auckland and Sydney. The airplane made a successful emergency landing at Honolulu and the occupants evacuated the airplane. Examination of the airplane revealed that the forward lower lobe cargo door had separated in flight and had caused extensive damage to the fuselage and cabin structure adjacent to the door. Nine of the passengers had been ejected from the airplane and lost at sea.
11804.0	11804.0	0.0	39.0	1980.0	1989.0	6.0								115.0	11.0	126.0	115.0	11.0	126.0	0.0	45.0	115.0		Ilyushin	Int'l Non Scheduled Passenger	Cuba	Initial climb (ICL)	Initial climb	ICL	Fatalities: 11 / Occupants: 11	Destroyed	No	9/3/1989	3850453	1988	Ilyushin 62M	62M	0	Havana-Jos?? Mart?? International Airport (HAV/MUHA), Cuba	Cuba	José Martí International Airport (HAV), Avenida Rancho Boyeros, La Habana, Cuba	22.9915431	-82.410078	K??ln/Bonn Airport (CGN/EDDK), Germany	Germany	Cologne Bonn Airport (CGN), Kennedystraße, 51147 Köln, Germany	50.8707168	7.140734399999999	near Havana-Jos?? Mart?? International Airport (HAV) (Cuba)	Fatalities: 115 / Occupants: 115	Fatalities: 126 / Occupants: 126	Sunday 3 September 1989	CU-T1281	Cubana de Aviaci??n	The Ilyushin took off in heavy rainfall and 30-40km/h winds. Immediately after becoming airborne the aircraft was caught in downdrafts and descended again after reaching a height of 150 feet. The plane struck navigational aerials and a hill before crashing into a residential area. One passenger, a 22 year old male initially survived the crash but died on September 11, eight days after the accident.The Il-62 operated on a flight to K??ln/Bonn, Germany and Milan Italy.
11827.0	11826.0	0.0	40.0	1980.0	1989.0	6.0								156.0	14.0	170.0	156.0	14.0	170.0	0.0	0.0	156.0		MBB	International Scheduled Passenger	Niger	En route (ENR)	En route	ENR	Fatalities: 14 / Occupants: 14	Destroyed	No	9/19/1989	46852/125	1973	McDonnell Douglas DC-10-30	HFB-320 Hansa Jet	Final	N'Djamena Airport (NDJ/FTTJ), Chad	Chad	N'Djamena International Airport, N'Djamena, Chad	12.1293763	15.033964	Paris-Charles de Gaulle Airport (CDG/LFPG), France	France	Charles de Gaulle Airport (CDG), 95700 Roissy-en-France, France	49.0096906	2.5479245	T??n??r?? desert (Niger)	Fatalities: 156 / Occupants: 156	Fatalities: 170 / Occupants: 170	Tuesday 19 September 1989	N54629	Union de Transportes A??riens - UTA	The DC-10 was operating as UTA Flight 772 on the Brazzaville-N'Djamena-Paris route. The aircraft took off from N'Djamena at 13:13 and climbed to a cruising altitude of FL350. At 13:59 an explosion on board caused the aircraft to crash into the desert. The explosive device was located at location 13R in the cargo hold. The device was most probably hidden in baggage, placed aboard at Brazzaville. Possible groups responsible for the explosion are the Islamic Jihad group (demanding the freedom of a Shi'ite Muslim in Israel) or the Secret Chadian Resistance. Co-incidental on March 10, 1984 another UTA aircraft was destroyed when a bomb exploded; in this case the bomb exploded during embarkation at N'Djamena.
11857.0	11855.0	0.0	87.0	1980.0	1989.0	6.0								138.0	8.0	146.0	127.0	4.0	131.0	15.0	0.0	138.0		Boeing	International Scheduled Passenger	Honduras	Approach (APR)	Approach	APR	Fatalities: 4 / Occupants: 8	Destroyed	No	10/21/1989	19514/597	1968-06-21 (21 years 4 months)	Boeing 727-224	727-224	Preliminary - official	Managua-Augusto C Sandino Airport (MGA/MNMG), Nicaragua	Nicaragua	Augusto Cesar Sandino International Airport (MGA), Km. 11 Carretera Norte, Managua, Nicaragua	12.1446517	-86.1713168	Tegucigalpa-Toncontin Airport (TGU/MHTG), Honduras	Honduras	Toncontín International Airport (TGU), restaurante boca del mar, Tegucigalpa, Honduras	14.060701	-87.2178198	9 km (5.6 mls) S of Tegucigalpa-Toncontin Airport (TGU) (Honduras)	Fatalities: 127 / Occupants: 138	Fatalities: 131 / Occupants: 146	Saturday 21 October 1989	N88705	0	TAN-SAHSA flight 414, a Boeing 727-200 was a scheduled flight from San Jos?? (SJO), Costa Rica to Tegucigalpa (TGU), Honduras with an intermediate stop at Managua (MGA), Nicaragua.At the end of the final leg of the flight, the crew were cleared by Tegucigalpa ATC for the VOR/DME runway 01 approach, which includes a series of three step-downs from the initial approach fix altitude of 7500 ft MSL to avoid high terrain in the neighborhood of the airport. Rather than following the prescribed step-down procedure, however, the crew began a continuous descent from about 7600 ft MSL at about 11 NM from the airport to the accident site. The aircraft???s descent profile was well below the published step-down course for the entire approach. The aircraft impacted a mountain known as Cerro de Hula at the 4800 ft MSL elevation, approximately 800 ft below the summit, 4.8 NM from the Tegucigalpa runway 01 threshold. At impact, the aircraft was in approach configuration.
12157.0	12157.0	0.0	25.0	1990.0	1991.0	6.0								213.0	10.0	223.0	213.0	10.0	223.0	0.0	0.0	213.0		Boeing	International Scheduled Passenger	Thailand	En route (ENR)	En route	ENR	Fatalities: 10 / Occupants: 10	Destroyed	No	5/26/1991	24628/283	1989-09-26 (1 year 8 months)	Boeing 767-3Z9ER	767-3Z9ER	Final	Bangkok-Don Muang International Airport (BKK/VTBD), Thailand	Thailand	Don Mueang International Airport (DMK), 222 Vibhavadi Rangsit Rd, Khwaeng Sanambin, Khet Don Mueang, Krung Thep Maha Nakhon 10210, Thailand	13.9132602	100.6041987	Wien-Schwechat International Airport (VIE/LOWW), Austria	Austria	Vienna International Airport (VIE), Wien-Flughafen, 1300 Schwechat, Austria	48.1158333	16.5665751	5,6 km (3.5 mls) NNE of Phu Toey (Thailand)	Fatalities: 213 / Occupants: 213	Fatalities: 223 / Occupants: 223	Sunday 26 May 1991	OE-LAV	Lauda Air	"Lauda Air Flight NG004 was a scheduled service from Hong Kong (HKG) back to Vienna (VIE), Austria. An intermediate stop was made in Bangkok (BKK), Thailand. The flight departed Bangkok at 23:02 hours. Some five minutes after takeoff the pilot-in-command stated ""that keeps coming on,"" referring to a REV ISLN advisory warning. This indication appears when a fault has been detected in the thrust reverser system. The crew discussed the REV ISLN indication for about four and one-half minutes. The co-pilot read information from the Airplane Quick Reference Handbook as follows: ""Additional systems failures may cause in- flight deployment"" and ""Expect normal reverser operation after landing."" The pilot-in-command remarked ""....its not just on, its coming on and off,"" he said, ""...its just an advisory thing...,"" and shortly thereafter stated, ""could be some moisture in there or something."" At 23:12, the co-pilot advised the pilot-in-command that there was need for, ""a little bit of rudder trim to the left."" Fifteen minutes and one second into the flight the co-pilot exclaimed, ""ah reverser's deployed,"" accompanied by sound similar to airframe shuddering, sounds of metallic snaps and the pilot-in-command stating ""here wait a minute."" With the deployment of the nr.1 engine thrust reverser, engine thrust was reduced to idle. Aerodynamic effects of the reverser plume in-flight during the engine run down to idle resulted in a 25 percent lift loss across the wing. The airplane stalled and entered an uncontrolled descent. Buffeting, maneuvering overload, and excessive speed caused pieces of the rudder and the left elevator to separate. This was followed by the down-and-aft separation of most of the right horizontal stabilizer from maneuvering overloads, as the crew attempted to control the airplane and arrest the high-speed descent. A torsional overload then caused the separation of the vertical and left horizontal stabilizers. The loss of the tail resulted in a sharp nose-over of the airplane, producing excessive negative loading of the wing. A downward wing failure was probably followed by the breakup of the fuselage. The complete breakup of the tail, wing, and fuselage occurred in a matter of seconds. The wreckage fell in mountainous jungle terrain."
12181.0	12196.0	0.0	13.0	1990.0	1991.0	6.0								247.0	14.0	261.0	247.0	14.0	261.0	0.0	0.0	247.0		McDonnell Douglas	Int'l Non Scheduled Passenger	Saudi Arabia	Approach (APR)	Approach	APR	Fatalities: 14 / Occupants: 14	Destroyed	No	7/11/1991	45982/345	1968	McDonnell Douglas DC-8-61	DC-8	Final	Jeddah-King Abdulaziz International Airport (JED/OEJN), Saudi Arabia	Saudi Arabia	King Abdulaziz International Airport, Jeddah 23631, Saudi Arabia	21.6658971	39.1717627	Sokoto Airport (SKO/DNSO), Nigeria	Nigeria	Sadiq Abubakar III International Airport (SKO), Nigeria	12.9177112	5.2084001	2,8 km (1.8 mls) Jeddah-King Abdulaziz International Airport (JED) (Saudi Arabia)	Fatalities: 247 / Occupants: 247	Fatalities: 261 / Occupants: 261	Thursday 11 July 1991	C-GMXQ	0	"A McDonnell Douglas DC-8-61 passenger plane, registered C-GMXQ was destroyed in an accident near Jeddah-King Abdulaziz International Airport (JED), Saudi Arabia. All 261 on board were killed.The DC-8 jetliner was owned by Canadian airline Nationair which operated the plane on behalf of Nigeria Airways to fly hajj pilgrims between Nigeria and Saudi Arabia. Air Nigeria flight 2120 took off from Jeddah's runway 34L at 08:28, bound for Sokoto (SKO), Nigeria.About 15 seconds after brake release an oscillating sound was heard in the cockpit. Within two seconds, the flight engineer said: ""What's that?"" The first officer replied: ""We gotta flat tire, you figure?"" Two seconds later, an oscillating sound was again heard. The captain asked the first officer: ""You're not leaning on the brakes, eh?"" The first officer responded: ""No, I 'm not, I got my feet on the bottom of the rudder."" By this time, the aircraft had accelerated to about 80 knots. Marks on the runway showed that the No.1 wheel started to break up at about this time. In addition, the left and right flanges of No.2 wheel began to trace on the runway; rubber deposit from No.2 tire continued which appeared to be from a deflated tire between the flanges.At 28 seconds after brake release, a speed of 90 knots was called by the captain and acknowledged by the first officer. The captain called V1 about 45 seconds after brake release. Two seconds later, the first officer noted ""sort of a shimmy like if you're riding on one of those ah thingamajigs."" The captain called ""rotate"" 51 seconds after brake release and the airplane lifted off the runway.Witnesses noticed flames in the area of the left main landing gear. The flames disappeared when the undercarriage was retracted.During the next three minutes several indications of system anomalies occurred, which included a pressurization system failure, a gear unsafe light and a loss of hydraulics.The captain requested a level-off at 2000 feet because of the pressurization problem. In his radio call the captain used the callsign ""Nationair 2120"" instead of ""Nigerian 2120"" and the controller mistook the transmission to be from a Saudi flight returning to Jeddah and cleared The Jeddah bound aircraft to 3000 feet. The captain ofthe accident aircraft, however, acknowledged the ATC transmission without a call sign, saying ""understand you want us up to 3000 feet.""This misunderstanding continued for the next three minutes with ATC assuming that all calls were from the Saudi flight, not from the accident aircraft.About four minutes after brake release the captain called ATC and reported that the aircraft was leveling at 3000 feet. The first officer then interrupted with "" ... declaring an emergency. We 're declaring an emergency at this time. We believe we have ah, blown tires.""As the aircraft continued on the downwind heading, a flight attendant came into the cockpit and reported ""smoke in the back ... real bad."" A few moments later, the first officer said ""I've got no ailerons.""The captain responded: ""OK, hang on, I've got it."" It was the last record on the CVR, which failed (along with the flight data recorder [FDR]) at 08:33:33.The ATC controller gave a heading to intercept the final approach and thereafter continued to give heading information.Meanwhile, during the downwind and base legs, the fire had consumed the cabin floor above the wheel wells , permitting cabin furnishing to sag into the wheel wells. When the gear was probably extended at 11 miles on the final approach, the first body fell out because fire had burned through the seat harness. Subsequently, with the gear down and a forceful air supply through the open gear doors, rapid destruction of more floor structure permitted the loss of more bodies and seat assemblies. Despite the considerable destruction to the airframe, the aircraft appeared to be controllable.Eight minutes after brake release and 10 miles from the runway, the captain declared an emergency for the third time, saying, ""Nigeria 2120 declaring an emergency, we are on fire, we are on fire, we are returning to base immediately.""The aircraft came in nose down and crashed 9,433 feet (2,875 meters) short of the runway at 08:38."
12223.0	12223.0	0.0	82.0	1990.0	1991.0	6.0								122.0	12.0	134.0	121.0	12.0	133.0	1.0	2.0	122.0		Lockheed	Military	Indonesia	Initial climb (ICL)	Initial climb	ICL	Fatalities: 12 / Occupants: 12	Destroyed	No	10/5/1991	4927	1982	Lockheed C-130H-30 Hercules	C-130H-30 Hercules	0	Jakarta-Halim Perdana Kusuma Airport (HLP/WIHH), Indonesia	Indonesia	Halim Perdanakusuma Airport, Jalan Halim Perdana Kusuma, RT.13/RW.4, Halim Perdana Kusumah, Makasar, Halim Perdana Kusumah, Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610, Indonesia	-6.2649026	106.8864668	Bandung-Husein Sastranegara Airport (BDO/WICC), Indonesia	Indonesia	null			3 km (1.9 mls) S of Jakarta-Halim Perdana Kusuma Airport (HLP) (Indonesia)	Fatalities: 121 / Occupants: 122	Fatalities: 133 / Occupants: 134	Saturday 5 October 1991	A-1324	Tentara Nasional Indonesia-AU (Air Force)	The Hercules was carrying airmen who had just participated in an Armed Forces Day ceremony. Shortly after takeoff from Jakarta-Halim Perdana Kusuma Airport (HLP) an engine was said to have caught fire. Control was apparently lost as the airplane plowed into a Department of Labor training center and caught fire. Two security guards on the ground were killed.
12425.0	12425.0	0.0	51.0	1990.0	1992.0	6.0								0.0	0.0	158.0	0.0	0.0	158.0	0.0	0.0	0.0		Lockheed	Military	Nigeria	En route (ENR)	En route	ENR	Fatalities: / Occupants:	Destroyed	No	9/26/1992	4624	1975	Lockheed C-130H Hercules	C-130H Hercules	0	Lagos-Murtala Muhammed International Airport (LOS/DNMM), Nigeria	Nigeria	Murtala Muhammed International Airport, Ikeja 23401, Lagos, Nigeria	6.5818185	3.3211348	Kaduna Airport (KAD/DNKA), Nigeria	Nigeria	Kaduna International Airport, Kaduna, Nigeria	10.6940852	7.3230951	near Lagos (Nigeria)	Fatalities: / Occupants:	Fatalities: 158 / Occupants: 158	Saturday 26 September 1992	NAF911	Nigerian Air Force - NAF	A Lockheed C-130H Hercules??transport plane, serial NAF911, was destroyed when it crashed near Lagos, Nigeria. All aboard were killed.The C-130H operated on a personnel flight from Lagos to Kaduna and Jos, Nigeria. All passengers were middle ranking officers who had been in Lagos on a Naval tour as part of the senior division course. The flight took off about 17:30. Immediately after takeoff one engine failed, followed by a second engine shortly afterwards. The crew tried to ditch the fully-laden plane in the Ejigbo canal, but then a third engine failed as well. The Hercules crashed nose-down into the swamp. There was no manifest, making estimates of precisely how many were onboard difficult. It was said that 168 students had been in Lagos. Because the flight was delayed for two days some had made other plans to fly home. Some reports claim there were 163 on board, others 174 or even 200 including some unidentified civilians, and possible military personnel who hitched a ride.In any case, a total 150 Nigerians, 5 Ghanaians, 1 Tanzanian, 1 Zimbabwean, and 1 Ugandan military officers were confirmed to have died.
12426.0	12426.0	0.0	44.0	1990.0	1992.0	6.0								148.0	19.0	167.0	148.0	19.0	167.0	0.0	0.0	148.0		Airbus	International Scheduled Passenger	Nepal	Approach (APR)	Approach	APR	Fatalities: 19 / Occupants: 19	Destroyed	No	9/28/1992	25	1976-03-23 (16 years 6 months)	Airbus A300B4-203	A300B4-203	Final	Karachi International Airport (KHI/OPKC), Pakistan	Pakistan	Jinnah International Airport, Airport Road، Karachi, Pakistan	24.9008297	67.16808259999999	Kathmandu-Tribhuvan Airport (KTM/VNKT), Nepal	Nepal	Tribhuvan International Airport (KTM), Ring Rd, Kathmandu 44600, Nepal	27.6980899	85.3592231	18 km (11.3 mls) S of Kathmandu-Tribhuvan Airport (KTM) (Nepal)	Fatalities: 148 / Occupants: 148	Fatalities: 167 / Occupants: 167	Monday 28 September 1992	AP-BCP	Pakistan International Airlines - PIA	PIA Flight 268 departed Karachi (KHI) at 11:13 for a flight to Kathmandu (KTM). The en route portion of the flight was uneventful and the aircraft was cleared for a Sierra approach to Kathmandu runway 02. The crew were instructed to maintain 11500 feet and report at 16DME (16 miles from the VOR/DME beacon, which is located 0,6 nm short of the runway). The Kathmandu approach is very difficult, since the airport is located in an oval-shaped valley surrounded by mountains as high as 9665 feet. Runway elevation is 4313 feet amsl. The next approach fixes for PIA268 were at 13 DME (at 10500 feet), 10 DME (at 9500 feet) and 8 DME (at 8200 feet). A few seconds after reporting 10 DME, the aircraft was descending through 8200 feet- which was the altitude for 8 DME. The Airbus crashed into a steep cloud-covered hillside at approx. 7300 feet amsl., at 9,16 DME.
