id,id2,unusual_flag,worst_flag,date,decade,year,month,first_flight,type,make,model,nature,departure_airport,departure_airport_formatted,departure_airport_lat,departure_airport_lng,departure,destination_airport,destination_airport_formatted,destination_airport_lat,destination_airport_lng,destination_country,accident_country,location_full,phase_old,phase,phase_code,passengers_text,crew_text,total_text,passengers_occupants,crew_occupants,total_occupants,passengers_fatalities,crew_fatalities,total_fatalities,total_survivors,ground_casualties,total_occupants_old,passengers_occupants_old,airplane_damage,date_text,registration,operator,narrative
13980,13979,0,74,8/23/2000,2000,2000,6,1994-05-16 (6 years 3 months),Airbus A320-212,Airbus,A320-212,International Scheduled Passenger,"Cairo International Airport (CAI/HECA), Egypt","Cairo International Airport (CAI), Airport Rd، مصر الجديدة، Cairo Governorate 11432, Egypt",30.1123632,31.4002893,Egypt,"Bahrain International Airport (BAH/OBBI), Bahrain","Bahrain International Airport, Muharraq, Bahrain",26.2697119,50.6259871,Bahrain,Bahrain,2 km (1.3 mls) N off Bahrain International Airport (BAH) (Bahrain),Approach (APR),Approach ,APR,Fatalities: 135 / Occupants: 135,Fatalities: 8 / Occupants: 8,Fatalities: 143 / Occupants: 143,135,8,143,135,8,143,0,0,,135,Destroyed,Wednesday 23 August 2000,A4O-EK,Gulf Air,"The aircraft was conducting a normal approach to runway 12 at Bahrain International Airport with auto-pilot/flight director disconnected upon visual contact with the runway. Approximately 1nm from touchdown, at about 600 feet amsl and at an airspeed of 185mph the crew requested a left-hand orbit (360 degree turn) because they were too high and fast on the approach. During the tight (36degree bank angle) left hand turn the flaps were fully extended and the landing checklist completed. When the aircraft crossed the extended runway centerline the crew reported they wanted to abort the landing. A controller gave the crew clearance to climb to 2,500 feet at a 300-degree heading to prepare for another approach. The plane's speed began increasing to 185 knots as it began to climb to 1000 feet in a 5-degree nose-up attitude. During the go-around at approximately 1,000 feet, the aircraft entered a rapid descent, 15-degrees nose down. As the GPWS sounded, the captain ordered the flaps to be raised and moved the sidestick aft. The Airbus impacted the sea at a 6.5-degreee nose down angle, north of the airport. The plane's last recorded airspeed was about 280 knots.Two very remarkable accidents happened June 1950 within a period of just 3 days. On June 12 an Air France DC-4 descended into the sea while on a night-time approach to Bahrain. Two days later, another Air France DC-4 descended into the sea off Bahrain, also on a night-time approach."
11540,11540,0,73,3/17/1988,1980,1988,6,1966-03-08 (22 years ),Boeing 727-21,Boeing,727-21,Domestic Scheduled Passenger,"C??cuta-Camilo Daza Airport (CUC/SKCC), Colombia","Camilo Daza International Airport, Cúcuta, Norte de Santander, Colombia",7.9271798,-72.5081768,Colombia,"Cartagena-Rafael N????ez Airport (CTG/SKCG), Colombia","Rafael Núñez International Airport, Aeropuerto Internacional Rafael Nuñez #CI. 71, Cartagena, Bolívar, Colombia",10.446315,-75.516454,Colombia,Colombia,25 km (15.6 mls) NW of C??cuta-Camilo Daza Airport (CUC) (Colombia),En route (ENR),En route ,ENR,Fatalities: 136 / Occupants: 136,Fatalities: 7 / Occupants: 7,Fatalities: 143 / Occupants: 143,136,7,143,136,7,143,0,0,,136,Destroyed,Thursday 17 March 1988,HK-1716,Avianca,Struck El Espartillo Mountainat 6343 feet (1933 m) after takeoff from runway 33.
13223,13223,0,72,11/7/1996,1990,1996,6,1969-04-29 (27 years 7 months),Boeing 727-231,Boeing,727-231,Domestic Scheduled Passenger,"Port Harcourt Airport (PHC/DNPO), Nigeria","Port Harcourt International Airport (PHC), Kaicon Express Way, Port Harcourt, Nigeria",5.0074989,6.950215399999999,Nigeria,"Lagos-Murtala Muhammed International Airport (LOS/DNMM), Nigeria","Murtala Muhammed International Airport, Ikeja 23401, Lagos, Nigeria",6.5818185,3.3211348,Nigeria,Nigeria,near Ejirin (Nigeria),Approach (APR),Approach ,APR,Fatalities: 134 / Occupants: 134,Fatalities: 10 / Occupants: 10,Fatalities: 144 / Occupants: 144,134,10,144,134,10,144,0,0,,134,Destroyed,Thursday 7 November 1996,5N-BBG,ADC Airlines,"The ADC aircraft was flying at FL240 en route from Port Harcourt to Lagos. At the same time a Triax aircraft had departed Lagos and was flying at FL160 towards Enugu. The Lagos controller had terminated contact with the Triax aircraft when the ADC crew requested to descend. The permission to descend was delayed to allow an ELF Petroleum bizjet to pass beneath the 727 at FL210. When the controller finally cleared the ADC flight to descent, he thought he had cleared to aircraft to FL100 at an earlier stage, but the aircraft was still flying at FL240. When the ADC aircraft descended through FL160, the TCAS alarm sounded. To avoid a head-on collision the flight crew immediately took evasive action. During this maneuver, the Boeing rolled to an excessive bank angle and control was lost. Within 16 seconds speed had increased from 280 knots to almost the speed of sound. The aircraft crashed and disintegrated on impact."
10501,10500,0,80,6/8/1982,1980,1982,6,1977-07-23 (4 years 11 months),Boeing 727-212,Boeing,727-212,Domestic Scheduled Passenger,"Rio de Janeiro-Gale??o International Airport, RJ (GIG/SBGL), Brazil","RIOgaleão - Tom Jobim International Airport (GIG) - Av. Vinte de Janeiro, s/nº - Ilha do Governador, Rio de Janeiro - RJ, 21941-900, Brazil",-22.8134098,-43.2494233,Brazil,"Fortaleza-Pinto Martins Airport, CE (FOR/SBFZ), Brazil","Pinto Martins – Fortaleza International Airport (FOR) - Av. Senador Carlos Jereissati, 3000 - Serrinha, Fortaleza - CE, 60741-900, Brazil",-3.7771555,-38.53309660000001,Brazil,Brazil,"Sierra de Pacatuba, CE (Brazil)",Approach (APR),Approach ,APR,Fatalities: 128 / Occupants: 128,Fatalities: 9 / Occupants: 9,Fatalities: 137 / Occupants: 137,128,9,137,128,9,137,0,0,,128,Destroyed,Tuesday 8 June 1982,PP-SRK,VASP - Via????o A??rea S??o Paulo,"VASP Flight 168 departed S??o Paulo for a flight to Fortaleza, with an intermediate stop at Rio de Janeiro (GIG). The first leg of the flight was uneventful. As the flight approached Fortaleza, the crew were cleared to descend from their cruising altitude of FL330 to FL050 (5000 feet). In night-time conditions with the bright lights of the city in front, the captain descended below 5000 feet. Despite two altitude alert system warnings and the co-pilot's warning of the mountains ahead, the captain continued to descend below the minimum descend altitude. The Boeing then struck a wooded mountainside at 2500 feet."
14641,14641,0,79,12/25/2003,2000,2003,6,1977-06-29 (26 years 6 months),Boeing 727-223,Boeing,727-223,International Scheduled Passenger,"Cotonou Airport (COO/DBBB), Benin","COO (COO), Rue 2100, Cotonou, Benin",6.356110999999999,2.383333,Benin,"Kufrah Airport (AKF/HLKF), Libya","Kufra Airport, Al-Jawf, Libya",24.1766667,23.3133333,United States of America,Benin,Cotonou Airport (COO) (Benin),Takeoff (TOF),Takeoff ,TOF,Fatalities: 136 / Occupants: 153,Fatalities: 5 / Occupants: 10,Fatalities: 141 / Occupants: 163,153,10,163,136,5,141,22,0,,153,Destroyed,Thursday 25 December 2003,3X-GDO,Union des Transports Africains de Guin??e,"Union des Transports Africains de Guin??e operated two flights a week from Conakry, Guinea to Beirut and Dubai with their newly acquired ex-American Airlines Boeing 727. On December 25, UTA Flight 141 departed Conakry, Guinea for a scheduled flight to Beirut, Lebanon with a planned intermediate stop at Cotonou, Benin and a planned technical stop at Kufrah, Libya. The flight departed at 10:07 carrying 86 passengers and a crew of 10. It arrived at Cotonou at 12:25 were nine passengers disembarked. A total of 63 persons checked in at the airport check-in desk. Ten others boarded from an aircraft that had arrived from Lom??, Togo. Passenger boarding and baggage loading took place in a climate of great confusion. The airplane was full and it is thought that there were more passengers aboard the plane than had officially checked in. In the cockpit, two UTA executives were occupying the jump seats. Faced with the particularly large number and size of the hand baggage, the chief flight attendant informed the Captain of the situation. Meanwhile the ground handling company???s agents began loading the baggage in the aft hold when one of the operator???s agents asked them to continue loading in the forward hold, which already contained baggage. When the operation was finished, the hold was full. During this time, the crew prepared the airplane for the second flight segment. The co-pilot was discussing his concerns with the UTA executives, reminding them of the importance of determining the precise weight of the loading of the airplane. The Captain determined the limitations for the flight and selected the following configuration: flaps 25??, air conditioning units shut down.At 13:47, the crew began the pre-flight checklist. Calm was restored in the cockpit. At 13:52, they were cleared to roll. The co-pilot was pilot flying (PF). The elevator was set at 6 3/4, it was stated that the takeoff would be performed with full power applied with brakes on, followed by a climb at three degrees maximum to gain speed, with no turn after landing gear retraction. As the roll was beginning, a flight attendant informed the cockpit that passengers who wanted to sit near their friends were still standing and did not want to sit down. The airline???s Director General called the people in the cabin to order.It was warm outside at a temperature of 32 deg. C with a light breeze as the flight received permission to takeoff from runway 24. Runway 06/24 is an asphalt runway, measuring 2400 (7874 feet) meters with a 55m (180 feet) overrun zone. At 13:58:01 the thrust levers were advanced. Fourteen seconds later the brakes were released and the 727 accelerated down the runway. Forty-six seconds after brake release the captain announced V1 and VR speeds. At that moment the aircraft was 1620 m down the runway at a speed of 137 kts. The copilot tried to rotate the plane, but seven seconds later, at a speed of 148 kts and 2100 m down the runway, the nose just slowly rose. The 727 barely climbed, causing the main undercarriage to strike localizer antennas. It then struck the roof of a 2-3 meters high small building housing radio equipment. The operator inside the building suffered injuries. The plane continued, smashed through the concrete airport boundary fence, crashed and broke up on the shoreline. The exact number of occupants and fatalities could not be established with certainty. It is thought that 133 passengers died in the crash with an additional three people of which it was not possible to establish if they were passengers or passers-by on the beach. Most probably however, they were passengers."
13195,13195,0,78,8/29/1996,1990,1996,6,1986,Tupolev 154M,Tupolev,154M,Int'l Non Scheduled Passenger,"Moskva-Vnukovo Airport (VKO/UUWW), Russia","Vnukovo International Airport, Vnukovo, Moscow Oblast, Russia",55.59964799999999,37.2712341,Russia,"Svalbard-Longyearbyen Airport (LYR/ENSB), Norway","Svalbard Airport (LYR), Longyearbyen 9170, Svalbard and Jan Mayen",78.24608409999999,15.4655628,Russia,Norway,"14,3 km (8.9 mls) from Svalbard-Longyearbyen Airport (LYR) (Norway)",Approach (APR),Approach ,APR,Fatalities: 130 / Occupants: 130,Fatalities: 11 / Occupants: 11,Fatalities: 141 / Occupants: 141,130,11,141,130,11,141,0,0,,130,Destroyed,Thursday 29 August 1996,RA-85621,Vnukovo Airlines,"Vnukovo Airlines flight VKO 2801 departed Vnukovo Airport at 04:44 GMT bound for Svalbard Airport Longyear. It was a chartered flight with workers and their families to coal mining towns at Svalbard. The flight was normal until the start of the descent. Before radio contact with Longyear Information, the crew went through the detailed landing procedure for runway 10. At 09:56, the crew were cleared to start the descent. A little later, the crew received additional information consisting of runway in use 28, wind 230deg at 16 knots, visibility more than 10 km, rain showers, clouds: few at 1500 feet, scattered at 2000 feet and broken at 4000 feet, temp. 5degC, dewpoint -0deg C and QNH 1005 hPa. (Later changed to 1006 hPa).The crew tried to request runway 10 for landing twice, but the request was not understood as such by Longyear Information due to language difficulties. When the flight was overhead the ADV beacon, at 10:15 hrs, the crew reported the positionto Longyear Information and entered the base turn with a bank angle of 22deg. At 10:16 hrs, the aircraft came out of this turn on magnetic heading 160deg. During the right turn to the base turn, a malfunction occurred in the electric trimming mechanism, which was corrected by the crew.At 10:17, the crew started the turn to bring the aircraft out on the magnetic inbound course 300deg, as prescribed by the approach chart. The distance from the airport at this moment was 14 NM (25.9 km), as prescribed by the approach chart, but the lateral deviation from the outbound magnetic course 155deg from ADV was 2 NM (3.7 km) to the left.At 10:18, after the radio altimeter aural warning had been activated twice, the co-pilot took the controls and, after 6 seconds, turned the autopilot pitch channel off by 'overriding' it. From then on until the impact, the flight continued in autopilot mode in the roll channel, and in manual mode in the pitch channel. The aircraft passed through the localizer centerline and when the turn had been completed, the aircraft rolled out on a magnetic heading of 290deg. At this time, there was a discussion within the crew as to whether or not the final turn had been made at the correct time. The discussion led to the roll out of the turn to final approach and a corrective turn to the right to magnetic heading 306deg. At this point, the aircraft was 14.7 NM (27.4 km) from the airport, 2.8 km to the right of the approach centerline, maintaining an altitude of 5000 feet (1520 m ) and the crew increased the flap setting to 28deg. The airspeed was reduced to approx. 330 km/hr (180 kt).Instead of intercepting the centerline, the crew continued the flight on the right side, more or less paralleling the localizer course with minor heading changes. At 10:20 the flight made a corrective turn, resulting in a track close to 300deg. At this point, the lateral deviation from the approach centerline was 3.7 km to the right. During this corrective turn, the aircraft started descending. At 10:21, the crew made yet another corrective turn to the right. At 10:22:05, the aircraft started turning towards the left. The distance to the airport was 8 NM (14.8 km). On this part of the final approach, the aircraft apparently entered an area of strong turbulence created by the proximity to the mountains. The GPWS then activated 9 seconds before impact. The crew reacted to this by applying power and initiating a pitch-up. At 10:22:23, 7.7 NM (14.2 km) from the airport at an altitude of 2975 feet (907m), the aircraft collided with the top of the mountain Operafjellet 3.7 km to the right of the approach centerline.Eighteen significant factors have been identified as leading the flight to the disaster. For example, inadequate planning, unsatisfactory crew resource management and monitoring, a lack of a suitable procedure for offset localizer approaches in connection with an inappropriate rule requiring the landing course to be set instead of the localizer course, not solving navigational problems at safe altitude, not discontinuing the approach when procedural uncertainties exist, limited knowledge of the operating language and the actual airspace with respect to service given."
13057,13057,0,77,12/18/1995,1990,1995,6,1959,Lockheed L-188C Electra,Lockheed,L-188C Electra,Int'l Non Scheduled Passenger,"Kinshasa-N'Djili Airport (FIH/FZAA), Congo (Democratic Republic)",null,null,null,Congo (Democratic Republic),?,null,null,null,,Angola,"near Cahungula, Lunda Norte (Angola)",Unknown (UNK),Unknown ,UNK,Fatalities: 137 / Occupants: 139,Fatalities: 4 / Occupants: 5,Fatalities: 141 / Occupants: 144,139,5,144,137,4,141,3,0,,139,Destroyed,Monday 18 December 1995,9Q-CRR,Trans Service Airlift,"A Lockheed L-188C Electra passenger plane, operated by Trans Service Airlift, was destroyed when it crashed in Angola's Lunda Norte province. There were 144 persons on board the flight, so the plane was overloaded by approximately 40 passengers.Zaire's transport minister reported that the Electra left Kinshasa, Zaire (the country is now named D.R. Congo). The destination was not known. The airplane possibly carried people to Angola??s diamond mines or it may have been chartered by Angola's UNITA movement."
12451,12451,0,76,11/24/1992,1990,1992,6,1991-05-10 (1 year 7 months),Boeing 737-3Y0,Boeing,737-3Y0,Domestic Non Scheduled Passenger,"Guangzhou-Baiyun Airport (CAN/ZGGG), China","Guangzhou Baiyun International Airport (CAN), Baiyun, Guangzhou Shi, Guangdong Sheng, China",23.3959079,113.3079699,China,"Guilin Airport (KWL/ZGKL), China","Guilin Liangjiang International Airport (KWL), Lingui Qu, Guilin Shi, Guangxi Zhuangzuzizhiqu, China",25.2158795,110.0470653,China,China,20 km (12.5 mls) S of Guilin Airport (KWL) (China),Approach (APR),Approach ,APR,Fatalities: 131 / Occupants: 131,Fatalities: 10 / Occupants: 10,Fatalities: 141 / Occupants: 141,131,10,141,131,10,141,0,0,,131,Destroyed,Tuesday 24 November 1992,B-2523,China Southern Airlines,"China Southern flight 3943 departed Guangzhou (CAN) on a flight to Guilin (KWL). The descent towards Guilin was carried out with autothrottle engaged. During the visual approach to runway 36, at an altitude of about 7000 feet, the captain attempted to level off the plane by raising the nose of the airplane. The autothrottle responded by advancing the throttles. The nr.2 power lever however remained at idle. The crew apparently did not notice this. With the nr.2 engine at idle, the autothrottle further advanced the nr.1 power lever in order to obtain the correct airspeed. The asymmetrical power condition was not corrected and the airplane rolled to the right. Control was lost and the airplane impacted terrain near Liutang."
9738,9738,0,75,9/25/1978,1970,1978,5,1968-06-04 (10 years 4 months),Boeing 727-214,Boeing,727-212,Domestic Scheduled Passenger,"Los Angeles International Airport, CA (LAX/KLAX), United States of America","Los Angeles International Airport (LAX), 1 World Way, Los Angeles, CA 90045, USA",33.9415889,-118.40853,United States of America,"San Diego International Airport, CA (SAN/KSAN), United States of America","San Diego International Airport (SAN), 3225 N Harbor Dr, San Diego, CA 92101, USA",32.7338006,-117.1933038,United States of America,United States of America,"5,6 km (3.5 mls) NE of San Diego International Airport, CA (SAN) (United States of America)",Approach (APR),Approach ,APR,Fatalities: 128 / Occupants: 128,Fatalities: 7 / Occupants: 7,Fatalities: 135 / Occupants: 135,128,7,135,128,7,135,0,7,,128,Destroyed,Monday 25 September 1978,N533PS,Pacific Southwest Airlines - PSA,"Gibbs Flite Center Cessna 172 aircraft (N7711G) had taken off from Montgomery Field at 08:16 PST and proceeded to Lindbergh Field were two practice ILS approaches to runway 09 were flown. At 09:00 the Cessna pilot was instructed to maintain VFR at or below 3500 feet, heading 70deg. PSA Flight 182 (a scheduled passenger flight from Sacramento to San Diego via Los Angeles), cleared for a runway 27 approach, was advised by the approach controller that there was traffic in front of them. The PSA??crew reported the traffic in sight immediately thereafter and the PSA flight was instructed to maintain visual separation and contact Lindbergh tower. Lindbergh tower again warned the PSA flight crew of ""traffic, twelve o'clock, one mile, a Cessna"". The crew had lost track of the Cessna and radioed back: ""think he's passing off to our right"". The flight crew still weren't sure of the actual position of the Cessna. At 09:01:28 a conflict alert warning began in the San Diego Approach Control facility, indicating a collision hazard between PSA182 and the Cessna. At 09:01:47 the approach controller warned the Cessna pilot of traffic in the vicinity. At the same moment both aircraft collided. Flight 182 was descending and overtaking the Cessna, which was climbing in a wings level attitude. The Cessna broke up immediately and exploded after colliding with the Boeing's right wing. The Boeing entered a shallow right descending turn and crashed into a residential area."
13980,13979,0,74,8/23/2000,2000,2000,6,1994-05-16 (6 years 3 months),Airbus A320-212,Airbus,A320-212,International Scheduled Passenger,"Cairo International Airport (CAI/HECA), Egypt","Cairo International Airport (CAI), Airport Rd، مصر الجديدة، Cairo Governorate 11432, Egypt",30.1123632,31.4002893,Egypt,"Bahrain International Airport (BAH/OBBI), Bahrain","Bahrain International Airport, Muharraq, Bahrain",26.2697119,50.6259871,Bahrain,Bahrain,2 km (1.3 mls) N off Bahrain International Airport (BAH) (Bahrain),Approach (APR),Approach ,APR,Fatalities: 135 / Occupants: 135,Fatalities: 8 / Occupants: 8,Fatalities: 143 / Occupants: 143,135,8,143,135,8,143,0,0,,135,Destroyed,Wednesday 23 August 2000,A4O-EK,Gulf Air,"The aircraft was conducting a normal approach to runway 12 at Bahrain International Airport with auto-pilot/flight director disconnected upon visual contact with the runway. Approximately 1nm from touchdown, at about 600 feet amsl and at an airspeed of 185mph the crew requested a left-hand orbit (360 degree turn) because they were too high and fast on the approach. During the tight (36degree bank angle) left hand turn the flaps were fully extended and the landing checklist completed. When the aircraft crossed the extended runway centerline the crew reported they wanted to abort the landing. A controller gave the crew clearance to climb to 2,500 feet at a 300-degree heading to prepare for another approach. The plane's speed began increasing to 185 knots as it began to climb to 1000 feet in a 5-degree nose-up attitude. During the go-around at approximately 1,000 feet, the aircraft entered a rapid descent, 15-degrees nose down. As the GPWS sounded, the captain ordered the flaps to be raised and moved the sidestick aft. The Airbus impacted the sea at a 6.5-degreee nose down angle, north of the airport. The plane's last recorded airspeed was about 280 knots.Two very remarkable accidents happened June 1950 within a period of just 3 days. On June 12 an Air France DC-4 descended into the sea while on a night-time approach to Bahrain. Two days later, another Air France DC-4 descended into the sea off Bahrain, also on a night-time approach."
11540,11540,0,73,3/17/1988,1980,1988,6,1966-03-08 (22 years ),Boeing 727-21,Boeing,727-21,Domestic Scheduled Passenger,"C??cuta-Camilo Daza Airport (CUC/SKCC), Colombia","Camilo Daza International Airport, Cúcuta, Norte de Santander, Colombia",7.9271798,-72.5081768,Colombia,"Cartagena-Rafael N????ez Airport (CTG/SKCG), Colombia","Rafael Núñez International Airport, Aeropuerto Internacional Rafael Nuñez #CI. 71, Cartagena, Bolívar, Colombia",10.446315,-75.516454,Colombia,Colombia,25 km (15.6 mls) NW of C??cuta-Camilo Daza Airport (CUC) (Colombia),En route (ENR),En route ,ENR,Fatalities: 136 / Occupants: 136,Fatalities: 7 / Occupants: 7,Fatalities: 143 / Occupants: 143,136,7,143,136,7,143,0,0,,136,Destroyed,Thursday 17 March 1988,HK-1716,Avianca,Struck El Espartillo Mountainat 6343 feet (1933 m) after takeoff from runway 33.
13223,13223,0,72,11/7/1996,1990,1996,6,1969-04-29 (27 years 7 months),Boeing 727-231,Boeing,727-231,Domestic Scheduled Passenger,"Port Harcourt Airport (PHC/DNPO), Nigeria","Port Harcourt International Airport (PHC), Kaicon Express Way, Port Harcourt, Nigeria",5.0074989,6.950215399999999,Nigeria,"Lagos-Murtala Muhammed International Airport (LOS/DNMM), Nigeria","Murtala Muhammed International Airport, Ikeja 23401, Lagos, Nigeria",6.5818185,3.3211348,Nigeria,Nigeria,near Ejirin (Nigeria),Approach (APR),Approach ,APR,Fatalities: 134 / Occupants: 134,Fatalities: 10 / Occupants: 10,Fatalities: 144 / Occupants: 144,134,10,144,134,10,144,0,0,,134,Destroyed,Thursday 7 November 1996,5N-BBG,ADC Airlines,"The ADC aircraft was flying at FL240 en route from Port Harcourt to Lagos. At the same time a Triax aircraft had departed Lagos and was flying at FL160 towards Enugu. The Lagos controller had terminated contact with the Triax aircraft when the ADC crew requested to descend. The permission to descend was delayed to allow an ELF Petroleum bizjet to pass beneath the 727 at FL210. When the controller finally cleared the ADC flight to descent, he thought he had cleared to aircraft to FL100 at an earlier stage, but the aircraft was still flying at FL240. When the ADC aircraft descended through FL160, the TCAS alarm sounded. To avoid a head-on collision the flight crew immediately took evasive action. During this maneuver, the Boeing rolled to an excessive bank angle and control was lost. Within 16 seconds speed had increased from 280 knots to almost the speed of sound. The aircraft crashed and disintegrated on impact."
15539,15539,0,62,8/20/2008,2000,2008,6,1993-11-01 (14 years 10 months),McDonnell Douglas MD-82,McDonnell Douglas,C-17A Globemaster III,Domestic Scheduled Passenger,"Madrid-Barajas Airport (MAD/LEMD), Spain","Madrid-Barajas Adolfo Suárez Airport (MAD), Av de la Hispanidad, s/n, 28042 Madrid, Spain",40.4839361,-3.5679515,Spain,"Las Palmas-Airport de Gran Canaria (LPA/GCLP), Spain","Gran Canaria Airport (LPA), Autopista GC-1, s/n, 35230, Las Palmas, Spain",27.9331848,-15.3877066,Spain,Spain,Madrid-Barajas Airport (MAD) (Spain),Takeoff (TOF),Takeoff ,TOF,Fatalities: 148 / Occupants: 166,Fatalities: 6 / Occupants: 6,Fatalities: 154 / Occupants: 172,166,6,172,148,6,154,18,0,,166,Destroyed,Wednesday 20 August 2008,EC-HFP,Spanair,"An MD-82 passenger plane, registered EC-HFP, was destroyed when it crashed on takeoff at Madrid-Barajas Airport (MAD), Spain. Of the aircraft???s occupants, 154 were killed, including all six crew members, and 18 were seriously injured.The MD-82 aircraft operated Spanair flight JKK5022 from Madrid-Barajas (MAD) to Gran Canaria (LPA). The estimated departure time was 13:00.The aircraft was authorized by control for engine start-up at 13:06:15. It then taxied to runway 36L from parking stand T21, which it occupied on the apron of terminal T2 at Barajas. The flaps were extended 11??. Once at the runway threshold, the aircraft was cleared for takeoff at 13:24:57. The crew informed the control tower at 13:26:27 that they had a problem and that they had to exit the runway. At 13:33:12, they communicated that they were returning to the stand.The crew had detected an overheating Ram Air Temperature (RAT) probe. The aircraft returned to the apron, parking on remote stand R11 of the terminal T2 parking area. The crew stopped the engines and requested assistance from maintenance technicians to solve the problem. The mechanic confirmed the malfunction described in the ATLB, checked the RAT probe heating section of the Minimum Equipment List (MEL) and opened the electrical circuit breaker that connected the heating element. Once complete, it was proposed and accepted that the aircraft be dispatched. The aircraft was topped off with 1080 liters of kerosene and at 14:08:01 it was cleared for engine start-up and to taxi to runway 36L for takeoff.The crew continued with the tasks to prepare the airplane for the flight. The conversations on the cockpit voice recorder revealed certain expressions corresponding to the before engine start checklists, the normal start list, the after start checklist and the taxi checklist. During the taxi run, the aircraft was in contact with the south sector ground control first and then with the central sector. On the final taxi segment the crew concluded its checks with the takeoff imminent checklist.At 14:23:14, with the aircraft situated at the head of runway 36L, it was cleared for takeoff. Along with the clearance, the control tower informed the aircraft that the wind was from 210?? at 5 knots.At 14:23:19, the crew released the brakes for takeoff. Engine power had been increased a few seconds earlier and at 14:23:28 its value was 1.4 EPR. Power continued to increase to a maximum value of 1.95 EPR during the aircraft???s ground run. The CVR recording shows the crew calling out ""V1"" at 14:24:06, at which time the DFDR recorded a value of 147 knots for calibrated airspeed (CAS), and ""rotate"" at 14:24:08, at a recorded CAS of 154 knots. The DFDR recorded the signal change from ground mode to air mode from the nose gear strut ground sensor. The stall warning stick shaker was activated at 14:24:14 and on three occasions the stall horn and synthetic voice sounded in the cockpit: ""[horn] stall, [horn] stall, [horn] stall"". Impact with the ground took place at 14:24:23.During the entire takeoff run until the end of the CVR recording, no noises were recorded involving the takeoff warning system (TOWS) advising of an inadequate takeoff configuration. During the entire period from engine start-up while at parking stand R11 to the end of the DFDR recording, the values for the two flap position sensors situated on the wings were 0??.The length of the takeoff run was approximately 1950 m. Once airborne, the aircraft rose to an altitude of 40 feet above the ground before it descended and impacted the ground. During its trajectory in the air, the aircraft took on a slight left roll attitude, followed by a fast 20?? roll to the right, another slight roll to the left and another abrupt roll to the right of 32??. The maximum pitch angle recorded during this process was 18??.The aircraft???s tailcone was the first part to impact the ground, almost simultaneously with the right wing tip and the right engine cowlings. The marks from these impacts were found on the right side of the runway strip as seen from the direction of the takeoff, at a distance of 60 m, measured perpendicular to the runway centerline, and 3207.5 m away from the threshold, measured in the direction of the runway. The aircraft then traveled across the ground an additional 448 m until it reached the side of the runway strip, tracing out an almost linear path at a 16?? angle with the runway. It lost contact with the ground after reaching an embankment/drop-off beyond the strip, with the marks resuming 150 m away, on the airport perimeter road, whose elevation is 5.50 m lower than the runway strip. The aircraft continued moving along this irregular terrain until it reached the bed of the Vega stream, by which point the main structure was already in an advanced state of disintegration. It is here that it caught on fire. The distance from the initial impact site on the ground to the farthest point where the wreckage was found was 1093 m."
